SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,SEX_CODE_CD,RACE_CODE_CD,WEAPON_I,DRUG_I,AGE_GROUP,AGE_TO,STOP_ORDER_NO,PAROLEE_I,LATEST_DATE,LATEST_DIST,MAJORITY_DIST,DLST,LATEST_DIST_RES,WEAPONS_ARR_CNT,LATEST_WEAPON_ARR_DATE,NARCOTICS_ARR_CNT,LATEST_NARCOTIC_ARR_DATE,IDOC_RES_CITY,IDOC_RES_STATE_CODE,IDOC_RES_ZIP_CODE,IDOC_CPD_DIST,CPD_ARREST_I,DOMESTIC_ARR_CNT,LATEST_DOMESTIC_ARR_DATE,AGE_CURR,SSL_LAST_PTV_DATE,TRAP_STATUS,RAW_SSL_SCORE,HEAT_SCORE,RAW_HEAT_SCORE,STATUS_I,PRE_RAW_HEAT_SCORE,TRAP_FLAGS,SSL_FLAGS,LATITUDE,LONGITUDE,CENSUS_TRACT,COMMUNITY_AREA,LOCATION,Community Areas,Zip Codes,Boundaries - ZIP Codes,Census Tracts,Wards
486,less than 20,1,1,1,1,7,0.9,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,10,,10,,,3,2015,,,,,Y,,,less than 20,2016,,0.12414,486,0.12414,Y,12414,,,41.87133782,-87.73200935,17031261000,WEST GARFIELD PARK,"(41.871338, -87.732009)",27,21572,30,703,14
486,less than 20,0,0,1,1,21,-0.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,15,,11,,,6,2016,,,,,Y,,,less than 20,,,0.12422,486,0.12422,Y,12422,,15,41.8990614,-87.72131534,17031231200,HUMBOLDT PARK,"(41.899061, -87.721315)",24,4299,5,456,46
486,less than 20,0,0,7,1,2,-3.1,2,M,BLK,Y,N,less than 20,less than 20,,,2016,8,8,,3,3,2015,,,,,,,Y,,,less than 20,,,0.12422,486,0.12422,Y,12422,,8,41.77384536,-87.68109546,17031660700,CHICAGO LAWN,"(41.773845, -87.681095)",64,22257,23,370,2
486,20-30,2,2,2,1,2,0,0,M,BLK,N,Y,20-30,20-30,,Y,2016,15,15,,15,,,8,2015,CHICAGO,IL,60608,,Y,,,20-30,2016,4,0.12417,486,0.12417,Y,12417,15,,41.89140651,-87.75180372,17031251600,AUSTIN,"(41.891407, -87.751804)",26,22216,32,694,45
486,less than 20,0,2,2,0,2,-0.3,0,M,BLK,N,Y,less than 20,less than 20,,,2016,24,24,,24,,,1,2014,,,,,Y,,,20-30,,,0.12422,486,0.12422,Y,12422,,,41.99423558,-87.68608508,17031020901,WEST RIDGE,"(41.994236, -87.686085)",20,4450,50,53,27
486,less than 20,0,0,4,1,6,0.1,1,M,WWH,Y,N,less than 20,less than 20,,,2016,25,14,,14,1,2013,,,,,,,Y,1,2015,less than 20,,,0.12415,486,0.12415,Y,12415,,14,41.91284193,-87.76084077,17031250300,AUSTIN,"(41.912842, -87.760841)",26,22615,2,596,45
486,less than 20,2,2,2,1,0,-0.4,2,M,BLK,Y,N,less than 20,less than 20,,,2015,4,4,,4,2,2014,,,,,,,Y,,,less than 20,2015,,0.12412,486,0.12412,Y,12412,,4,41.74708409,-87.5573879,17031460302,SOUTH CHICAGO,"(41.747084, -87.557388)",42,21202,25,244,37
486,less than 20,1,1,2,1,0,0.6,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,8,3,IL,6,1,2013,1,2016,,,,,Y,,,less than 20,2016,,0.1241,486,0.1241,Y,12410,,3,41.75298917,-87.72378374,17031700200,ASHBURN,"(41.752989, -87.723784)",69,4300,8,571,30
485,less than 20,1,3,1,1,0,0.6,0,M,WHI,N,N,less than 20,less than 20,,,2016,31,8,,31,,,,,,,,,N,,,less than 20,2015,,0.12406,485,0.12406,Y,12406,,,,,, ,,,,,,
485,less than 20,2,2,0,1,7,1.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,11,,,8,2016,CHICAGO,IL,60608,,Y,,,20-30,2016,,0.12407,485,0.12407,Y,12407,,,41.88414362,-87.74788851,17031251800,AUSTIN,"(41.884144, -87.747889)",26,22216,32,696,23
485,less than 20,0,0,7,1,1,2.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,10,10,,11,,,1,2015,,,,,Y,,,less than 20,,,0.12406,485,0.12406,Y,12406,,,41.86257753,-87.72018511,17031838700,NORTH LAWNDALE,"(41.862578, -87.720185)",30,21569,57,33,14
485,less than 20,0,0,1,1,9,3.2,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,10,,10,,,6,2016,,,,,Y,,,less than 20,,,0.12395,485,0.12395,Y,12395,,,41.87669587,-87.75210512,17031252201,AUSTIN,"(41.876696, -87.752105)",26,22216,32,184,23
485,less than 20,0,0,6,1,0,1.5,1,M,BLK,Y,N,less than 20,less than 20,,,2016,7,7,,7,1,2016,,,,,,,Y,2,2013,less than 20,,,0.12401,485,0.12401,Y,12401,,,41.77603987,-87.64954795,17031681000,ENGLEWOOD,"(41.77604, -87.649548)",66,21559,11,436,2
485,less than 20,1,1,3,1,8,2.2,1,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,11,,,7,2016,,,,,Y,1,2012,less than 20,2015,,0.12401,485,0.12401,Y,12401,,11,41.8913844,-87.74447928,17031251700,AUSTIN,"(41.891384, -87.744479)",26,22216,32,695,23
484,less than 20,0,0,4,1,0,1.4,1,M,BLK,Y,N,less than 20,less than 20,,,2016,6,6,,6,1,2016,,,,,,,Y,,,less than 20,,,0.12382,484,0.12382,Y,12382,,,41.74247582,-87.63004044,17031842400,CHATHAM,"(41.742476, -87.63004)",40,21554,59,1,13
484,less than 20,0,0,3,1,5,-0.3,0,M,WWH,N,Y,less than 20,less than 20,,,2016,19,16,,17,,,2,2015,,,,,Y,,,less than 20,,,0.12373,484,0.12373,Y,12373,,16,41.9363103,-87.65156174,17031063000,LAKE VIEW,"(41.93631, -87.651562)",57,4449,22,681,25
484,less than 20,2,2,0,1,3,-0.1,0,M,BLK,N,Y,less than 20,less than 20,,,2015,3,3,,6,,,1,2015,,,,,Y,,,less than 20,2015,,0.12374,484,0.12374,Y,12374,,3,41.77669145,-87.61069325,17031420700,WOODLAWN,"(41.776691, -87.610693)",9,22260,60,332,4
484,less than 20,1,2,2,1,0,1.4,1,M,BLK,N,N,less than 20,less than 20,,,2016,7,8,,7,,,,,,,,,Y,,,less than 20,2015,,0.12376,484,0.12376,Y,12376,,,41.7737922,-87.67622886,17031671400,WEST ENGLEWOOD,"(41.773792, -87.676229)",65,22257,23,282,2
484,less than 20,0,0,0,1,18,4.6,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,4,2016,,,,,Y,,,less than 20,,,0.12381,484,0.12381,Y,12381,,,41.87659229,-87.75981156,17031252102,AUSTIN,"(41.876592, -87.759812)",26,22216,32,68,7
483,less than 20,2,3,1,1,2,-0.5,1,M,BLK,Y,Y,less than 20,less than 20,,,2015,31,24,,24,1,2015,2,2013,,,,,N,,,20-30,2015,3,0.12362,483,0.12362,Y,12362,,24,,,, ,,,,,,
483,20-30,3,2,1,1,1,0,0,M,BLK,N,Y,20-30,20-30,,Y,2016,7,7,,7,,,1,2015,CHICAGO,IL,60653,,Y,,,20-30,2016,4,0.12357,483,0.12357,Y,12357,,,41.77603987,-87.64954795,17031681000,ENGLEWOOD,"(41.77604, -87.649548)",66,21559,11,436,2
483,less than 20,0,2,3,1,2,0.8,0,M,BLK,N,N,less than 20,less than 20,,,2016,11,15,,15,,,,,,,,,Y,,,less than 20,,,0.12364,483,0.12364,Y,12364,,,41.87675844,-87.74458324,17031252202,AUSTIN,"(41.876758, -87.744583)",26,22216,32,69,23
483,less than 20,0,0,3,1,1,-1,3,M,BLK,Y,N,less than 20,less than 20,,,2016,3,7,,7,3,2015,,,CHICAGO,IL,60608,,Y,,,less than 20,,,0.12367,483,0.12367,Y,12367,,7,41.76514325,-87.55923222,17031430700,SOUTH SHORE,"(41.765143, -87.559232)",,22538,,417,
483,less than 20,2,2,2,1,2,1,0,M,BLK,N,Y,less than 20,less than 20,,,2016,10,10,,10,,,2,2016,,,,,Y,,,less than 20,2015,,0.12358,483,0.12358,Y,12358,,10,41.8626612,-87.71287459,17031291200,NORTH LAWNDALE,"(41.862661, -87.712875)",30,21569,57,772,14
483,20-30,0,0,1,1,15,-3.8,1,M,BLK,Y,Y,20-30,20-30,,,2014,11,11,,15,3,2014,9,2014,BELLWOOD,IL,60104,,Y,,,20-30,,,0.12362,483,0.12362,Y,12362,,,41.89173572,-87.7186525,17031231500,HUMBOLDT PARK,"(41.891736, -87.718652)",24,21572,30,584,46
483,less than 20,1,2,2,1,0,3,0,M,BLK,N,N,less than 20,less than 20,,,2016,6,3,IL,6,,,,,,,,,Y,1,2016,less than 20,2015,,0.12357,483,0.12357,Y,12357,,3,41.7471101,-87.65688393,17031710700,AUBURN GRESHAM,"(41.74711, -87.656884)",70,21554,59,575,13
483,less than 20,0,0,3,1,7,1.6,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,15,15,,10,1,2016,2,2015,,,,,Y,,,less than 20,,,0.12366,483,0.12366,Y,12366,,,41.87659229,-87.75981156,17031252102,AUSTIN,"(41.876592, -87.759812)",26,22216,32,68,7
483,less than 20,2,2,2,1,5,0.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,3,7,,7,,,1,2015,,,,,Y,,,less than 20,2015,,0.12358,483,0.12358,Y,12358,,,41.77695059,-87.62321578,17031842500,GREATER GRAND CROSSING,"(41.776951, -87.623216)",67,22260,60,122,4
483,less than 20,1,1,4,1,0,-0.9,2,M,WWH,Y,N,less than 20,less than 20,,,2016,4,4,,31,2,2016,,,,,,,Y,,,less than 20,2014,,0.12361,483,0.12361,Y,12361,,,41.71381604,-87.5398103,17031520200,EAST SIDE,"(41.713816, -87.53981)",49,21202,25,528,47
483,less than 20,0,1,4,1,0,1.4,1,M,BLK,Y,N,less than 20,less than 20,,,2016,10,10,,10,1,2015,,,,,,,Y,,,less than 20,,,0.12365,483,0.12365,Y,12365,,,41.85523977,-87.72239917,17031292400,NORTH LAWNDALE,"(41.85524, -87.722399)",30,21569,57,752,14
482,20-30,2,2,0,1,14,-3.1,0,M,BLK,Y,Y,20-30,20-30,,,2015,15,15,IL,15,1,2009,13,2015,CHICAGO,IL,60621,,Y,4,2015,20-30,2012,3,0.12348,482,0.12348,Y,12348,,15,41.89140651,-87.75180372,17031251600,AUSTIN,"(41.891407, -87.751804)",26,22216,32,694,45
482,20-30,2,2,1,1,2,-0.6,1,M,BLK,Y,Y,20-30,20-30,,,2016,7,7,,7,1,2016,1,2015,,,,,Y,,,20-30,2016,3,0.12351,482,0.12351,Y,12351,,,41.76152236,-87.64917057,17031681400,ENGLEWOOD,"(41.761522, -87.649171)",66,21559,11,512,32
482,20-30,3,2,0,1,5,-2.8,0,M,BLK,N,Y,20-30,20-30,,,2014,11,11,IL,11,,,8,2013,CHICAGO,IL,60624,,Y,1,2011,20-30,2014,,0.12341,482,0.12341,Y,12341,,,41.89173572,-87.7186525,17031231500,HUMBOLDT PARK,"(41.891736, -87.718652)",24,21572,30,584,46
482,less than 20,0,0,1,0,1,-0.1,1,M,BLK,N,N,less than 20,less than 20,,,2014,22,22,,5,,,,,,,,,Y,,,less than 20,,,0.12343,482,0.12343,Y,12343,,,41.70308167,-87.65007927,17031730700,WASHINGTON HEIGHTS,"(41.703082, -87.650079)",72,22212,13,595,22
482,less than 20,1,1,5,0,0,-0.1,1,M,BLK,Y,N,less than 20,less than 20,,,2016,4,4,,3,1,2014,,,,,,,Y,,,less than 20,2013,,0.12342,482,0.12342,Y,12342,,,41.72029912,-87.53048598,17031520100,EAST SIDE,"(41.720299, -87.530486)",49,21202,25,705,47
482,less than 20,1,1,0,1,0,0.6,0,M,BLK,N,N,less than 20,less than 20,,,2016,11,11,,15,,,,,,,,,Y,,,less than 20,2016,,0.1235,482,0.1235,Y,12350,,,41.8913844,-87.74447928,17031251700,AUSTIN,"(41.891384, -87.744479)",26,22216,32,695,23
482,less than 20,0,0,4,1,2,2.3,0,M,BLK,N,N,less than 20,less than 20,,,2016,7,8,,8,,,,,,,,,Y,,,less than 20,,,0.1235,482,0.1235,Y,12350,,,41.77229889,-87.65673612,17031834900,WEST ENGLEWOOD,"(41.772299, -87.656736)",65,22257,23,21,31
482,less than 20,0,0,7,1,1,0.2,0,M,BLK,N,N,less than 20,less than 20,,,2015,11,10,,11,,,,,,,,,Y,,,less than 20,,,0.12351,482,0.12351,Y,12351,,10,41.87705659,-87.72799618,17031260700,WEST GARFIELD PARK,"(41.877057, -87.727996)",27,21572,30,675,23
481,less than 20,0,0,8,1,0,1.9,0,M,BLK,Y,N,less than 20,less than 20,,,2016,31,,,31,1,2016,,,,,,,N,,,less than 20,,,0.12319,481,0.12319,Y,12319,,,,,, ,,,,,,
481,less than 20,1,1,0,1,9,-0.2,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,4,2016,,,,,Y,,,20-30,2016,,0.12318,481,0.12318,Y,12318,,,41.87659229,-87.75981156,17031252102,AUSTIN,"(41.876592, -87.759812)",26,22216,32,68,7
481,less than 20,0,0,2,1,12,3.2,1,M,BLK,N,Y,less than 20,less than 20,,,2016,11,10,,10,,,4,2016,,,,,Y,,,less than 20,,,0.1232,481,0.1232,Y,12320,,,41.8679361,-87.72274886,17031843000,NORTH LAWNDALE,"(41.867936, -87.722749)",30,21572,30,98,14
481,20-30,2,2,3,1,0,0.7,2,M,BLK,Y,N,20-30,20-30,,,2016,11,18,IL,11,3,2016,,,,,,,Y,,,20-30,2015,3,0.12329,481,0.12329,Y,12329,,18,41.88504484,-87.71386248,17031836800,EAST GARFIELD PARK,"(41.885045, -87.713862)",28,21572,30,176,23
481,20-30,1,3,1,1,7,-1.7,0,M,BLK,N,Y,20-30,20-30,,,2016,2,2,,2,,,4,2015,,,,,Y,6,2014,20-30,2013,,0.12323,481,0.12323,Y,12323,,2,41.7911262,-87.61832105,17031400400,WASHINGTON PARK,"(41.791126, -87.618321)",7,22260,60,402,4
481,less than 20,1,3,3,0,0,0.2,0,F,BLK,N,N,less than 20,less than 20,,,2016,15,15,,15,,,,,,,,,Y,1,2014,less than 20,2014,,0.12321,481,0.12321,Y,12321,,,41.88367592,-87.76987979,17031252000,AUSTIN,"(41.883676, -87.76988)",26,22216,32,618,7
481,less than 20,1,1,3,1,0,-1.4,2,M,BLK,Y,N,less than 20,less than 20,,,2015,3,3,,3,3,2015,,,,,,,Y,,,less than 20,2016,,0.12328,481,0.12328,Y,12328,,,41.78301351,-87.61327769,17031420600,WOODLAWN,"(41.783014, -87.613278)",9,22260,60,331,4
481,20-30,1,3,0,1,4,1.9,0,M,BLK,N,Y,20-30,20-30,299991145,,2016,7,7,IL,7,,,5,2016,,,,,Y,,,20-30,2016,,0.12326,481,0.12326,Y,12326,,,41.76140103,-87.65644808,17031671800,WEST ENGLEWOOD,"(41.761401, -87.656448)",65,22257,23,408,31
481,less than 20,2,2,0,1,1,1.2,0,M,BLK,N,Y,less than 20,less than 20,,,2016,2,2,IL,4,,,1,2015,,,,,Y,,,less than 20,2015,,0.12324,481,0.12324,Y,12324,,,41.80676541,-87.60894882,17031843600,GRAND BOULEVARD,"(41.806765, -87.608949)",4,21192,10,165,10
481,less than 20,1,1,0,0,1,0.7,0,M,BLK,N,N,less than 20,less than 20,,,2016,7,6,,6,,,,,,,,,Y,,,less than 20,2015,,0.12326,481,0.12326,Y,12326,,,41.76171351,-87.62987206,17031691100,GREATER GRAND CROSSING,"(41.761714, -87.629872)",67,21559,11,494,32
481,less than 20,1,1,2,1,0,1.8,1,M,BLK,Y,N,less than 20,less than 20,,,2016,2,2,,2,1,2016,,,,,,,Y,,,less than 20,2014,,0.1233,481,0.1233,Y,12330,,,41.79104147,-87.62317915,17031400500,WASHINGTON PARK,"(41.791041, -87.623179)",7,22260,60,403,4
480,less than 20,0,0,9,1,0,-1.5,2,M,BLK,Y,N,less than 20,less than 20,,,2015,31,,,31,2,2014,,,,,,,N,,,less than 20,,,0.12302,480,0.12302,Y,12302,,,,,, ,,,,,,
480,20-30,1,2,2,1,1,0.2,1,M,BLK,N,Y,20-30,20-30,,,2016,22,4,,22,,,1,2013,,,,,Y,,,20-30,2016,,0.12306,480,0.12306,Y,12306,,,41.68863114,-87.65204933,17031750600,MORGAN PARK,"(41.688631, -87.652049)",74,22212,13,663,22
480,less than 20,1,3,2,1,2,0.7,0,M,WWH,N,N,less than 20,less than 20,,,2016,25,16,IL,16,,,,,,,,,Y,,,20-30,2015,,0.123,480,0.123,Y,12300,,16,41.92615539,-87.72156506,17031220701,LOGAN SQUARE,"(41.926155, -87.721565)",23,22535,1,186,17
480,less than 20,1,1,4,1,1,-0.9,0,M,BLK,N,N,less than 20,less than 20,299987647,,2015,4,4,,4,,,,,,,,,Y,,,less than 20,2014,,0.12309,480,0.12309,Y,12309,,4,41.74688195,-87.57260434,17031460500,SOUTH CHICAGO,"(41.746882, -87.572604)",42,21202,25,507,35
480,less than 20,2,2,3,1,1,-0.8,0,M,BLK,N,Y,less than 20,less than 20,,,2013,4,3,,4,,,2,2013,,,,,Y,,,20-30,2013,,0.12315,480,0.12315,Y,12315,,,41.75838549,-87.56278598,17031431302,SOUTH SHORE,"(41.758385, -87.562786)",39,22538,24,245,37
480,less than 20,2,2,0,1,3,-0.6,0,M,BLK,N,Y,less than 20,less than 20,,,2016,12,11,,11,,,3,2016,,,,,Y,,,less than 20,2016,,0.12311,480,0.12311,Y,12311,,,41.90056013,-87.69419702,17031242600,WEST TOWN,"(41.90056, -87.694197)",25,21560,4,543,41
480,less than 20,0,0,2,0,0,0.4,0,M,BLK,N,N,less than 20,less than 20,,,2016,5,5,,5,,,,,,,,,Y,,,less than 20,,,0.12313,480,0.12313,Y,12313,,,41.66356489,-87.63751377,17031530503,WEST PULLMAN,"(41.663565, -87.637514)",50,21861,19,7,43
480,less than 20,0,1,1,0,0,-0.1,0,M,BLK,N,N,less than 20,less than 20,,,2014,12,4,,12,,,,,,,,,Y,,,less than 20,,,0.12311,480,0.12311,Y,12311,,,41.86341689,-87.65375472,17031283800,NEAR WEST SIDE,"(41.863417, -87.653755)",29,14920,43,760,48
480,less than 20,0,3,3,1,1,-2.2,1,M,BLK,Y,N,less than 20,less than 20,,,2014,22,6,,6,1,2014,,,,,,,Y,,,less than 20,,,0.12316,480,0.12316,Y,12316,,,41.73366124,-87.65211687,17031711400,AUBURN GRESHAM,"(41.733661, -87.652117)",70,21554,59,533,13
479,less than 20,1,2,4,1,3,-1.3,2,M,WWH,Y,Y,less than 20,less than 20,,,2016,19,17,IL,17,2,2016,2,2015,,,,,Y,,,less than 20,2014,,0.12283,479,0.12283,Y,12283,,,41.94482654,-87.69078794,17031843700,NORTH CENTER,"(41.944827, -87.690788)",46,21538,39,110,18
479,less than 20,0,0,3,0,1,0.5,1,M,BLK,Y,N,less than 20,less than 20,,,2016,2,2,,3,1,2015,,,,,,,Y,,,less than 20,,,0.12286,479,0.12286,Y,12286,,,41.79310403,-87.61318354,17031400300,WASHINGTON PARK,"(41.793104, -87.613184)",7,22260,60,401,4
479,less than 20,1,1,1,1,13,3.2,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,11,,,2,2015,,,,,Y,,,less than 20,2015,,0.12289,479,0.12289,Y,12289,,15,41.87669587,-87.75210512,17031252201,AUSTIN,"(41.876696, -87.752105)",26,22216,32,184,23
479,less than 20,0,0,3,1,4,-0.3,0,M,BLK,N,Y,less than 20,less than 20,,,2016,4,4,,4,,,1,2014,,,,,Y,,,less than 20,,,0.12281,479,0.12281,Y,12281,,,41.74138753,-87.54701023,17031460200,SOUTH CHICAGO,"(41.741388, -87.54701)",42,21202,25,506,47
479,20-30,2,3,2,1,2,-0.4,1,M,BLK,Y,N,20-30,20-30,,Y,2015,6,6,,6,1,2013,,,CHICAGO,IL,60620,,Y,,,20-30,2016,4,0.12295,479,0.12295,Y,12295,,,41.73950164,-87.65830015,17031711100,AUBURN GRESHAM,"(41.739502, -87.6583)",70,21554,59,531,13
479,less than 20,0,1,3,1,0,-1,0,M,BLK,N,N,less than 20,less than 20,,,2014,4,6,,3,,,,,,,,,Y,,,less than 20,,,0.1229,479,0.1229,Y,12290,,,41.74583511,-87.59178805,17031834300,AVALON PARK,"(41.745835, -87.591788)",41,21546,61,133,35
479,less than 20,0,3,2,1,1,0.1,1,M,BLK,Y,N,less than 20,less than 20,,,2016,6,6,IL,2,1,2012,,,,,,,Y,,,less than 20,,,0.12295,479,0.12295,Y,12295,,,41.73964366,-87.64858107,17031711000,AUBURN GRESHAM,"(41.739644, -87.648581)",70,21554,59,530,13
479,less than 20,1,2,6,1,1,-1.5,1,M,BLK,Y,N,less than 20,less than 20,,Y,2016,6,6,,22,2,2012,,,CHICAGO,IL,60619,,Y,,,less than 20,2014,,0.12289,479,0.12289,Y,12289,,6,41.73964366,-87.64858107,17031711000,AUBURN GRESHAM,"(41.739644, -87.648581)",70,21554,59,530,13
479,less than 20,1,1,4,1,0,2.2,0,M,BLK,N,N,less than 20,less than 20,,,2016,3,3,,3,,,,,,,,,Y,,,less than 20,2016,,0.12297,479,0.12297,Y,12297,,,41.7828633,-87.62055801,17031400800,WASHINGTON PARK,"(41.782863, -87.620558)",7,22260,60,404,4
479,less than 20,1,1,4,1,1,-0.8,0,M,BLK,N,Y,less than 20,less than 20,,,2016,9,5,,6,,,1,2016,,,,,Y,,,less than 20,2016,,0.12294,479,0.12294,Y,12294,,,41.80477139,-87.64993808,17031611000,NEW CITY,"(41.804771, -87.649938)",59,14924,37,708,4
478,less than 20,1,1,5,1,0,0.2,0,M,BLK,N,N,less than 20,less than 20,,,2016,3,2,,3,,,,,,,,,Y,,,less than 20,2015,,0.12278,478,0.12278,Y,12278,,,41.76925871,-87.62020842,17031690400,GREATER GRAND CROSSING,"(41.769259, -87.620208)",67,22260,60,514,32
478,less than 20,0,1,0,0,0,0.2,0,M,BLK,N,N,less than 20,less than 20,,,2016,5,5,,22,,,,,,,,,Y,,,less than 20,,,0.12278,478,0.12278,Y,12278,,,41.71468351,-87.59502466,17031500100,PULLMAN,"(41.714684, -87.595025)",47,21861,19,643,35
478,less than 20,1,1,4,0,0,-0.4,2,M,BLK,Y,N,less than 20,less than 20,,,2014,2,2,,9,1,2014,,,,,,,Y,,,less than 20,2014,,0.12267,478,0.12267,Y,12267,,,41.82744289,-87.61924863,17031839600,DOUGLAS,"(41.827443, -87.619249)",1,4301,36,222,9
478,less than 20,0,0,8,1,0,4.6,0,M,BLK,N,N,less than 20,less than 20,,,2016,10,10,,10,,,,,,,,,Y,,,less than 20,,,0.12272,478,0.12272,Y,12272,,10,41.85516133,-87.73224283,17031292500,NORTH LAWNDALE,"(41.855161, -87.732243)",30,21569,57,753,14
478,30-40,1,6,1,1,0,-0.6,1,M,BLK,N,N,30-40,30-40,,,2013,22,22,IL,22,,,,,,,,,Y,,,30-40,2014,,0.12276,478,0.12276,Y,12276,,,41.68877649,-87.63743828,17031491200,ROSELAND,"(41.688776, -87.637438)",45,21861,19,486,22
477,less than 20,0,0,5,1,0,-0.5,2,M,BLK,Y,N,less than 20,less than 20,,,2016,7,7,,7,2,2016,,,,,,,Y,,,less than 20,,,0.1225,477,0.1225,Y,12250,,,41.77229889,-87.65673612,17031834900,WEST ENGLEWOOD,"(41.772299, -87.656736)",65,22257,23,21,31
477,less than 20,0,0,4,1,1,1,1,M,BLK,Y,N,less than 20,less than 20,,,2016,6,6,,3,1,2016,,,,,,,Y,,,less than 20,,,0.12244,477,0.12244,Y,12244,,,41.74372105,-87.61954269,17031440300,CHATHAM,"(41.743721, -87.619543)",40,21546,61,406,32
477,less than 20,1,1,1,1,5,0.3,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,3,,,4,2016,,,,,Y,,,less than 20,2016,,0.12243,477,0.12243,Y,12243,,,41.89869729,-87.70880592,17031836600,HUMBOLDT PARK,"(41.898697, -87.708806)",24,4299,5,150,46
477,less than 20,1,1,5,0,0,1.3,0,F,BLK,N,N,less than 20,less than 20,,,2016,11,2,,22,,,,,,,,,Y,,,less than 20,2014,,0.12243,477,0.12243,Y,12243,,,41.87136687,-87.68868122,17031282700,NEAR WEST SIDE,"(41.871367, -87.688681)",29,21184,28,756,23
477,less than 20,1,1,1,1,0,2,1,M,BLK,Y,N,less than 20,less than 20,,,2016,2,2,,2,1,2016,,,,,,,Y,,,less than 20,2016,,0.12254,477,0.12254,Y,12254,,,41.80762022,-87.62142975,17031381400,GRAND BOULEVARD,"(41.80762, -87.62143)",4,21192,10,448,9
477,less than 20,2,2,1,1,0,0.1,0,M,BLK,N,N,less than 20,less than 20,,,2015,22,5,,5,,,,,,,,,Y,,,less than 20,2015,,0.12256,477,0.12256,Y,12256,,5,41.7178407,-87.65264796,17031730400,WASHINGTON HEIGHTS,"(41.717841, -87.652648)",72,22212,13,592,13
477,less than 20,1,2,1,1,4,3.1,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,11,,,2,2016,,,,,Y,,,less than 20,2016,,0.12256,477,0.12256,Y,12256,,,41.87161905,-87.70555241,17031837300,EAST GARFIELD PARK,"(41.871619, -87.705552)",28,21184,28,36,14
476,less than 20,1,2,3,1,1,-0.3,1,M,BLK,Y,N,less than 20,less than 20,,,2016,31,24,,24,1,2014,,,,,,,N,,,less than 20,2016,3,0.12226,476,0.12226,Y,12226,,24,,,, ,,,,,,
476,less than 20,1,2,2,1,0,0.5,1,M,BLK,Y,N,less than 20,less than 20,,,2016,18,2,,5,1,2016,,,,,,,Y,1,2016,less than 20,2015,,0.12225,476,0.12225,Y,12225,,,41.8983354,-87.62075315,17031081300,NEAR NORTH SIDE,"(41.898335, -87.620753)",37,21182,6,233,11
476,20-30,0,3,0,0,3,0.5,0,F,BLK,N,Y,20-30,20-30,,,2016,10,11,US,11,,,4,2012,,,,,Y,1,2016,20-30,,,0.12228,476,0.12228,Y,12228,,,41.86257753,-87.72018511,17031838700,NORTH LAWNDALE,"(41.862578, -87.720185)",30,21569,57,33,14
476,less than 20,0,1,1,1,0,2.1,1,M,BLK,Y,N,less than 20,less than 20,,,2016,2,2,,2,1,2016,,,,,,,Y,,,less than 20,,,0.12242,476,0.12242,Y,12242,,,41.80762022,-87.62142975,17031381400,GRAND BOULEVARD,"(41.80762, -87.62143)",4,21192,10,448,9
476,less than 20,0,1,4,1,0,0,2,M,BLK,Y,N,less than 20,less than 20,,,2015,8,8,,6,1,2015,,,,,,,Y,,,less than 20,,,0.1224,476,0.1224,Y,12240,,8,41.78284948,-87.68604923,17031835000,CHICAGO LAWN,"(41.782849, -87.686049)",64,21867,58,111,2
476,less than 20,2,1,1,1,2,-1.3,0,M,BLK,N,Y,less than 20,less than 20,,,2014,6,6,,6,,,1,2014,,,,,Y,,,less than 20,2014,,0.12231,476,0.12231,Y,12231,,,41.73964366,-87.64858107,17031711000,AUBURN GRESHAM,"(41.739644, -87.648581)",70,21554,59,530,13
476,less than 20,1,1,0,1,4,-2.7,0,M,BLK,N,Y,less than 20,less than 20,,,2015,8,8,,6,,,3,2015,,,,,Y,,,less than 20,2014,,0.12229,476,0.12229,Y,12229,,8,41.78284948,-87.68604923,17031835000,CHICAGO LAWN,"(41.782849, -87.686049)",64,21867,58,111,2
