SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,SEX_CODE_CD,RACE_CODE_CD,WEAPON_I,DRUG_I,AGE_GROUP,AGE_TO,STOP_ORDER_NO,PAROLEE_I,LATEST_DATE,LATEST_DIST,MAJORITY_DIST,DLST,LATEST_DIST_RES,WEAPONS_ARR_CNT,LATEST_WEAPON_ARR_DATE,NARCOTICS_ARR_CNT,LATEST_NARCOTIC_ARR_DATE,IDOC_RES_CITY,IDOC_RES_STATE_CODE,IDOC_RES_ZIP_CODE,IDOC_CPD_DIST,CPD_ARREST_I,DOMESTIC_ARR_CNT,LATEST_DOMESTIC_ARR_DATE,AGE_CURR,SSL_LAST_PTV_DATE,TRAP_STATUS,RAW_SSL_SCORE,HEAT_SCORE,RAW_HEAT_SCORE,STATUS_I,PRE_RAW_HEAT_SCORE,TRAP_FLAGS,SSL_FLAGS,LATITUDE,LONGITUDE,CENSUS_TRACT,COMMUNITY_AREA,LOCATION,Community Areas,Zip Codes,Boundaries - ZIP Codes,Census Tracts,Wards
422,less than 20,1,1,2,1,0,-0.5,0,M,WWH,Y,N,less than 20,less than 20,,,2015,9,9,,9,1,2015,,,,,,,Y,,,20-30,2013,,0.11247,422,0.11247,Y,11247,,9,41.80499399,-87.66244137,17031611200,NEW CITY,"(41.804994, -87.662441)",59,14924,37,677,4
422,less than 20,2,1,1,1,1,-0.4,0,M,BLK,N,Y,less than 20,less than 20,,,2014,25,25,,25,,,2,2013,,,,,Y,,,20-30,2015,,0.11246,422,0.11246,Y,11246,,,41.91290789,-87.77539418,17031250400,AUSTIN,"(41.912908, -87.775394)",26,22615,2,597,7
422,less than 20,1,1,0,1,7,1.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,7,7,,4,,,5,2016,CHICAGO,IL,60608,,Y,1,2011,20-30,2014,3,0.11242,422,0.11242,Y,11242,,,41.7904248,-87.66206265,17031670200,WEST ENGLEWOOD,"(41.790425, -87.662063)",65,22257,23,384,2
422,20-30,0,1,2,1,1,-0.3,2,M,WWH,Y,Y,20-30,20-30,,,2016,9,8,US,8,2,2016,1,2013,CHICAGO,IL,60638,,Y,1,2016,20-30,,,0.11247,422,0.11247,Y,11247,,,41.83651282,-87.65314325,17031600900,BRIDGEPORT,"(41.836513, -87.653143)",58,14920,43,676,48
422,20-30,1,1,3,1,1,-0.1,0,M,BLK,N,Y,20-30,20-30,,,2014,3,3,,4,,,3,2013,,,,,Y,1,2014,20-30,2013,,0.11237,422,0.11237,Y,11237,,,41.76985324,-87.57395302,17031430101,SOUTH SHORE,"(41.769853, -87.573953)",39,22538,24,152,33
422,less than 20,0,0,3,1,1,0.4,3,M,BLK,Y,Y,less than 20,less than 20,,,2016,9,8,,8,3,2014,1,2016,,,,,Y,,,less than 20,,,0.11234,422,0.11234,Y,11234,,,41.79774308,-87.65982264,17031611900,NEW CITY,"(41.797743, -87.659823)",59,14924,37,790,4
422,less than 20,0,1,3,0,0,0.7,0,M,BLK,N,N,less than 20,less than 20,,,2016,7,7,IL,7,,,,,,,,,Y,,,less than 20,,,0.11243,422,0.11243,Y,11243,,,41.76949991,-87.66151183,17031671600,WEST ENGLEWOOD,"(41.7695, -87.661512)",65,22257,23,284,31
422,less than 20,1,1,2,0,0,0.1,0,M,BLK,N,N,less than 20,less than 20,,,2016,6,6,,6,,,,,,,,,Y,,,less than 20,2016,,0.11235,422,0.11235,Y,11235,,,41.75511307,-87.65142523,17031710200,AUBURN GRESHAM,"(41.755113, -87.651425)",70,21554,59,572,31
422,less than 20,0,0,2,1,1,1.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,10,10,,10,,,1,2016,,,,,Y,,,less than 20,,,0.11248,422,0.11248,Y,11248,,,41.853339,-87.71439257,17031841400,NORTH LAWNDALE,"(41.853339, -87.714393)",30,21569,57,157,14
422,less than 20,0,0,2,1,3,-0.8,2,M,WWH,Y,Y,less than 20,less than 20,,,2015,4,4,,4,2,2014,1,2014,,,,,Y,,,less than 20,,,0.11247,422,0.11247,Y,11247,,,41.70111406,-87.53956286,17031520300,EAST SIDE,"(41.701114, -87.539563)",49,21202,25,602,47
422,20-30,1,1,3,1,2,0.3,1,M,BLK,Y,Y,20-30,20-30,,,2016,2,2,IL,2,2,2016,3,2015,,,,,Y,,,20-30,2014,3,0.11249,422,0.11249,Y,11249,,,41.81304625,-87.6187192,17031835800,GRAND BOULEVARD,"(41.813046, -87.618719)",4,4301,36,162,9
422,20-30,0,0,0,0,11,2.4,0,M,BLK,N,Y,20-30,20-30,,,2016,15,15,,15,,,2,2016,,,,,Y,,,20-30,,,0.11248,422,0.11248,Y,11248,,,41.88367592,-87.76987979,17031252000,AUSTIN,"(41.883676, -87.76988)",26,22216,32,618,7
422,less than 20,2,2,0,1,1,-0.5,0,M,BLK,N,Y,less than 20,less than 20,,,2014,15,15,IL,15,,,3,2012,,,,,Y,1,2010,20-30,2016,3,0.1124,422,0.1124,Y,11240,,,41.89862482,-87.75201117,17031251100,AUSTIN,"(41.898625, -87.752011)",26,4299,5,585,45
422,less than 20,1,1,0,1,2,-0.8,0,M,BLK,N,N,less than 20,less than 20,,,2014,15,15,,11,,,,,,,,,Y,,,less than 20,2015,,0.1125,422,0.1125,Y,11250,,,41.89140651,-87.75180372,17031251600,AUSTIN,"(41.891407, -87.751804)",26,22216,32,694,45
422,less than 20,1,1,1,1,2,-0.3,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,19,19,,15,1,2013,2,2016,,,,,Y,,,less than 20,2015,,0.11243,422,0.11243,Y,11243,,,41.96257033,-87.64052087,17031031400,UPTOWN,"(41.96257, -87.640521)",31,21186,15,636,39
422,less than 20,0,0,4,1,0,0.9,0,M,WWH,N,N,less than 20,less than 20,,,2016,25,25,,25,,,,,,,,,Y,,,less than 20,,,0.11242,422,0.11242,Y,11242,,,41.92741462,-87.78046061,17031190601,BELMONT CRAGIN,"(41.927415, -87.780461)",19,22615,2,78,21
422,less than 20,0,0,1,1,0,-0.8,1,M,BLK,Y,Y,less than 20,less than 20,,,2014,4,4,,3,1,2014,1,2011,,,,,Y,,,less than 20,,,0.11247,422,0.11247,Y,11247,,4,41.75353017,-87.56018712,17031431301,SOUTH SHORE,"(41.75353, -87.560187)",39,22538,24,246,37
422,less than 20,0,0,2,0,0,0.3,2,M,BLK,Y,N,less than 20,less than 20,,,2016,2,2,,2,2,2016,,,,,,,Y,1,2014,20-30,,,0.11234,422,0.11234,Y,11234,,,41.81304104,-87.59947654,17031390200,KENWOOD,"(41.813041, -87.599477)",5,4301,36,395,10
422,less than 20,0,1,1,0,0,0.6,1,M,API,Y,N,less than 20,less than 20,,,2016,11,11,,11,1,2016,,,,,,,Y,,,less than 20,,,0.11232,422,0.11232,Y,11232,,,41.89173572,-87.7186525,17031231500,HUMBOLDT PARK,"(41.891736, -87.718652)",24,21572,30,584,46
422,less than 20,0,0,0,1,10,0,0,M,BLK,N,Y,less than 20,less than 20,,,2016,10,10,IL,10,,,6,2016,,,,,Y,2,2014,less than 20,,,0.11245,422,0.11245,Y,11245,,,41.86257753,-87.72018511,17031838700,NORTH LAWNDALE,"(41.862578, -87.720185)",30,21569,57,33,14
422,less than 20,0,0,2,1,0,1.2,0,M,WBH,N,N,less than 20,less than 20,,,2015,4,4,,4,,,,,,,,,Y,,,less than 20,,,0.11243,422,0.11243,Y,11243,,,41.74614691,-87.53572884,17031460100,SOUTH CHICAGO,"(41.746147, -87.535729)",42,21202,25,505,37
422,20-30,2,1,2,1,0,-0.5,2,M,BLK,Y,Y,20-30,20-30,,,2015,6,4,,4,4,2015,2,2010,,,,,Y,,,20-30,2015,3,0.11245,422,0.11245,Y,11245,,,41.72866906,-87.6090058,17031440900,CHATHAM,"(41.728669, -87.609006)",40,21546,61,430,35
422,20-30,0,0,1,1,4,-2.1,0,M,BLK,N,Y,20-30,20-30,,,2016,8,8,,7,,,1,2014,,,,,Y,,,20-30,,,0.11238,422,0.11238,Y,11238,,,41.77384536,-87.68109546,17031660700,CHICAGO LAWN,"(41.773845, -87.681095)",64,22257,23,370,2
422,20-30,1,1,2,1,1,0,0,M,BLK,N,N,20-30,20-30,,Y,2016,7,6,,7,,,,,CHICAGO,IL,60608,,Y,,,20-30,2013,4,0.11239,422,0.11239,Y,11239,,6,41.77643069,-87.63763057,17031680900,ENGLEWOOD,"(41.776431, -87.637631)",66,21559,11,435,4
422,less than 20,0,0,6,1,2,-3.6,0,M,BLK,N,N,less than 20,less than 20,,,2014,5,6,,5,,,,,,,,,Y,1,2013,less than 20,,,0.11235,422,0.11235,Y,11235,,,41.68156117,-87.6323954,17031530200,WEST PULLMAN,"(41.681561, -87.632395)",50,21861,19,255,22
422,less than 20,1,1,2,0,1,0.7,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,11,,,1,2016,,,,,Y,,,20-30,2015,,0.11248,422,0.11248,Y,11248,,,41.87708482,-87.72309639,17031260800,WEST GARFIELD PARK,"(41.877085, -87.723096)",27,21572,30,736,23
422,less than 20,1,1,1,0,1,-0.1,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,15,,,1,2014,,,,,Y,,,less than 20,2016,,0.11248,422,0.11248,Y,11248,,,41.88414362,-87.74788851,17031251800,AUSTIN,"(41.884144, -87.747889)",26,22216,32,696,23
422,less than 20,0,0,5,1,1,-3.4,0,M,BLK,N,Y,less than 20,less than 20,,,2015,8,8,IL,8,,,1,2013,,,,,Y,1,2012,less than 20,,,0.1124,422,0.1124,Y,11240,,,41.75359313,-87.69530904,17031700100,ASHBURN,"(41.753593, -87.695309)",69,4300,8,498,30
422,less than 20,0,0,1,1,1,1,1,M,BLK,Y,N,less than 20,less than 20,,,2016,15,15,,15,1,2015,,,,,,,Y,,,less than 20,,,0.11234,422,0.11234,Y,11234,,,41.8913844,-87.74447928,17031251700,AUSTIN,"(41.891384, -87.744479)",26,22216,32,695,23
422,20-30,0,1,3,1,0,0.2,2,M,WWH,Y,N,20-30,20-30,,,2015,17,14,IL,25,2,2014,,,CHICAGO,IL,60608,,Y,1,2014,20-30,,,0.11249,422,0.11249,Y,11249,,,41.95008209,-87.72260824,17031160900,IRVING PARK,"(41.950082, -87.722608)",16,21538,39,326,50
422,20-30,0,3,0,0,0,0.6,0,F,BLK,N,N,20-30,20-30,,,2016,20,15,,10,,,,,,,,,Y,1,2015,20-30,,,0.11243,422,0.11243,Y,11243,,,41.97258048,-87.69400052,17031040201,LINCOLN SQUARE,"(41.97258, -87.694001)",6,21849,20,28,24
422,less than 20,1,1,1,1,7,-0.5,1,M,BLK,Y,Y,less than 20,less than 20,,,2016,11,15,IL,15,1,2013,3,2016,,,,,Y,,,less than 20,2014,3,0.11248,422,0.11248,Y,11248,,,41.87708482,-87.72309639,17031260800,WEST GARFIELD PARK,"(41.877085, -87.723096)",27,21572,30,736,23
422,20-30,0,0,3,1,0,0.7,0,M,BLK,Y,N,20-30,20-30,,,2016,7,7,IL,22,1,2015,,,,,,,Y,,,20-30,,,0.11236,422,0.11236,Y,11236,,,41.76119832,-87.67112813,17031672000,WEST ENGLEWOOD,"(41.761198, -87.671128)",65,22257,23,433,31
422,less than 20,0,0,2,1,4,0.7,0,M,WWH,N,N,less than 20,less than 20,,,2016,9,9,,9,,,,,,,,,Y,,,less than 20,,,0.1125,422,0.1125,Y,11250,,,41.83209853,-87.68188066,17031840300,MCKINLEY PARK,"(41.832099, -87.681881)",56,14920,43,2,1
422,less than 20,1,1,1,1,0,1,0,M,BLK,N,N,less than 20,less than 20,,,2016,8,8,,8,,,,,,,,,Y,,,less than 20,2014,,0.11235,422,0.11235,Y,11235,,,41.77728716,-87.69334058,17031660600,CHICAGO LAWN,"(41.777287, -87.693341)",64,21867,58,319,31
422,less than 20,1,1,2,1,0,-0.5,0,M,BLK,N,N,less than 20,less than 20,,,2015,3,3,,3,,,,,,,,,Y,,,less than 20,2013,,0.11243,422,0.11243,Y,11243,,,41.77669145,-87.61069325,17031420700,WOODLAWN,"(41.776691, -87.610693)",9,22260,60,332,4
422,20-30,2,1,2,1,2,-0.4,0,M,BLK,N,Y,20-30,20-30,,Y,2015,8,8,IL,8,,,1,2012,CHICAGO,IL,60629,,Y,,,20-30,2015,4,0.11241,422,0.11241,Y,11241,,,41.76810406,-87.6979987,17031660900,CHICAGO LAWN,"(41.768104, -87.697999)",64,21867,58,383,31
422,20-30,1,1,1,1,5,-0.3,0,M,BLK,N,Y,20-30,20-30,,Y,2016,12,11,IL,11,,,7,2016,CHICAGO,IL,60651,,Y,,,20-30,2016,,0.11241,422,0.11241,Y,11241,,,41.87907766,-87.657046,17031833100,NEAR WEST SIDE,"(41.879078, -87.657046)",29,14917,44,91,26
422,less than 20,1,1,1,1,1,0.6,0,M,BLK,N,N,less than 20,less than 20,,,2015,7,8,,8,,,,,,,,,Y,,,20-30,2015,3,0.11248,422,0.11248,Y,11248,,,41.76949991,-87.66151183,17031671600,WEST ENGLEWOOD,"(41.7695, -87.661512)",65,22257,23,284,31
422,20-30,1,1,1,1,7,0.2,0,M,BLK,Y,Y,20-30,20-30,,Y,2016,5,7,,7,1,2016,7,2016,CHICAGO,IL,60620,,Y,,,20-30,2015,4,0.11248,422,0.11248,Y,11248,,7,41.71468351,-87.59502466,17031500100,PULLMAN,"(41.714684, -87.595025)",47,21861,19,643,35
422,less than 20,0,1,1,1,0,0,0,M,BLK,N,N,less than 20,less than 20,,,2016,24,24,IL,20,,,,,,,,,Y,,,20-30,,,0.1125,422,0.1125,Y,11250,,24,42.00169801,-87.67357383,17031830600,ROGERS PARK,"(42.001698, -87.673574)",10,21853,9,242,5
422,less than 20,0,0,1,1,0,-0.2,0,M,BLK,N,N,less than 20,less than 20,,,2016,5,22,,5,,,,,,,,,Y,,,less than 20,,,0.11249,422,0.11249,Y,11249,,,41.65021975,-87.59979234,17031540101,RIVERDALE,"(41.65022, -87.599792)",51,4460,47,10,43
422,less than 20,0,0,1,0,0,-0.1,1,M,BLK,Y,N,less than 20,less than 20,,,2014,3,3,,31,1,2013,,,,,,,Y,,,20-30,,,0.11242,422,0.11242,Y,11242,,,41.77695059,-87.62321578,17031842500,GREATER GRAND CROSSING,"(41.776951, -87.623216)",67,22260,60,122,4
422,20-30,1,0,0,1,10,-3.2,0,M,BLK,N,Y,20-30,20-30,,,2016,15,15,,15,,,6,2016,,,,,Y,1,2016,20-30,2016,,0.11246,422,0.11246,Y,11246,,,41.88414362,-87.74788851,17031251800,AUSTIN,"(41.884144, -87.747889)",26,22216,32,696,23
422,less than 20,0,1,0,1,0,0.8,0,M,BLK,N,N,less than 20,less than 20,,,2016,7,7,,7,,,,,,,,,Y,,,less than 20,,,0.11248,422,0.11248,Y,11248,,,41.78363371,-87.64508825,17031834800,ENGLEWOOD,"(41.783634, -87.645088)",66,21559,11,22,2
422,less than 20,1,1,1,1,1,2.3,0,M,BLK,N,N,less than 20,less than 20,,,2016,9,9,IL,9,,,,,,,,,Y,,,less than 20,2015,,0.11241,422,0.11241,Y,11241,,,41.80165683,-87.64047559,17031843800,NEW CITY,"(41.801657, -87.640476)",59,14924,37,84,9
422,less than 20,0,0,3,0,0,1,0,M,BLK,N,N,less than 20,less than 20,,,2016,1,1,,7,,,,,,,,,Y,,,less than 20,,,0.11237,422,0.11237,Y,11237,,,41.88102649,-87.63274648,17031839100,LOOP,"(41.881026, -87.632746)",38,14311,34,92,36
421,less than 20,0,1,1,1,1,1.2,0,M,WWH,N,N,less than 20,less than 20,,,2016,31,25,,25,,,,,,,,,N,,,less than 20,,,0.11215,421,0.11215,Y,11215,,,,,, ,,,,,,
421,20-30,1,1,1,1,0,0.1,0,M,BLK,N,N,20-30,20-30,,,2016,31,4,,31,,,,,,,,,N,,,20-30,2016,3,0.11214,421,0.11214,Y,11214,,,,,, ,,,,,,
421,less than 20,0,0,1,1,0,1.5,1,M,WWH,Y,N,less than 20,less than 20,,,2016,31,12,,12,1,2016,,,,,,,N,,,less than 20,,,0.11217,421,0.11217,Y,11217,,,,,, ,,,,,,
421,less than 20,0,0,3,1,1,2.2,0,M,WWH,N,N,less than 20,less than 20,,,2016,31,14,IL,14,,,,,,,,,N,,,less than 20,,,0.11221,421,0.11221,Y,11221,,,,,, ,,,,,,
421,20-30,0,0,10,0,0,-0.6,0,M,BLK,N,N,20-30,20-30,,,2014,31,4,,31,,,,,,,,,N,2,2012,20-30,,,0.11227,421,0.11227,Y,11227,,,,,, ,,,,,,
421,less than 20,0,1,1,0,1,0.6,1,M,BLK,N,N,less than 20,less than 20,,,2016,31,4,,22,,,,,,,,,N,,,less than 20,,,0.11223,421,0.11223,Y,11223,,,,,, ,,,,,,
421,less than 20,0,1,2,1,1,1.5,0,M,BLK,N,N,less than 20,less than 20,,,2016,25,25,,25,,,,,,,,,Y,,,less than 20,,,0.1123,421,0.1123,Y,11230,,,41.90618552,-87.75147411,17031250800,AUSTIN,"(41.906186, -87.751474)",26,4299,5,600,45
421,20-30,1,1,0,1,0,0.9,0,M,BLK,N,N,20-30,20-30,,Y,2016,6,3,IL,6,,,,,CHICAGO,IL,60620,,Y,,,20-30,2016,,0.11215,421,0.11215,Y,11215,,,41.74055613,-87.66982528,17031711200,AUBURN GRESHAM,"(41.740556, -87.669825)",70,21554,59,532,13
421,20-30,3,2,0,0,0,0.1,0,M,BLK,Y,Y,20-30,20-30,,,2014,12,4,,4,1,2009,1,2009,,,,,Y,,,20-30,2014,3,0.11223,421,0.11223,Y,11223,,,41.88528622,-87.65724897,17031833000,NEAR WEST SIDE,"(41.885286, -87.657249)",29,14917,44,63,46
421,less than 20,0,0,2,0,0,0.7,2,M,BLK,N,N,less than 20,less than 20,,,2016,3,3,,3,,,,,,,,,Y,,,less than 20,,,0.11215,421,0.11215,Y,11215,,,41.77659057,-87.57601921,17031843900,SOUTH SHORE,"(41.776591, -87.576019)",9,22538,24,134,33
421,less than 20,0,0,0,1,12,-0.6,0,M,BLK,N,Y,less than 20,less than 20,,,2015,15,15,,15,,,10,2015,CHICAGO,IL,60608,,Y,,,20-30,,,0.11213,421,0.11213,Y,11213,,,41.88414362,-87.74788851,17031251800,AUSTIN,"(41.884144, -87.747889)",26,22216,32,696,23
421,less than 20,0,0,1,0,0,-1.1,0,M,BLK,N,N,less than 20,less than 20,,,2014,7,7,,7,,,,,,,,,Y,1,2013,less than 20,,,0.11218,421,0.11218,Y,11218,,,41.76132565,-87.66128024,17031671900,WEST ENGLEWOOD,"(41.761326, -87.66128)",65,22257,23,432,31
421,20-30,1,1,2,0,1,0.5,1,M,BLK,Y,Y,20-30,20-30,,Y,2016,10,10,,11,1,2013,1,2013,CHICAGO,IL,60636,,Y,,,20-30,2015,4,0.11226,421,0.11226,Y,11226,,,41.86162254,-87.70791322,17031841500,NORTH LAWNDALE,"(41.861623, -87.707913)",30,21569,57,34,14
421,less than 20,1,1,0,0,6,0.5,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,10,,,5,2015,,,,,Y,,,less than 20,2014,,0.11226,421,0.11226,Y,11226,,,41.87735974,-87.70356215,17031271200,EAST GARFIELD PARK,"(41.87736, -87.703562)",28,21184,28,737,23
421,less than 20,1,1,1,0,0,-0.2,0,M,BLK,Y,N,less than 20,less than 20,,,2015,11,11,,15,1,2015,,,,,,,Y,,,less than 20,2016,,0.11222,421,0.11222,Y,11222,,,41.89173572,-87.7186525,17031231500,HUMBOLDT PARK,"(41.891736, -87.718652)",24,21572,30,584,46
421,less than 20,1,1,0,1,0,0.8,0,M,BLK,N,N,less than 20,less than 20,,,2015,3,3,,3,,,,,,,,,Y,1,2015,less than 20,2014,,0.11232,421,0.11232,Y,11232,,,41.76630656,-87.59942119,17031841800,GREATER GRAND CROSSING,"(41.766307, -87.599421)",67,22260,60,121,33
421,less than 20,0,0,1,1,10,0.6,0,M,BLK,N,Y,less than 20,less than 20,,,2016,3,3,,3,,,7,2016,,,,,Y,,,less than 20,,,0.11232,421,0.11232,Y,11232,,,41.76939065,-87.56161548,17031430102,SOUTH SHORE,"(41.769391, -87.561615)",,22538,,142,
421,20-30,0,3,1,0,0,0.6,1,F,BLK,N,N,20-30,20-30,,,2016,9,9,IL,9,,,,,,,,,Y,2,2010,30-40,,,0.11231,421,0.11231,Y,11231,,,41.79774308,-87.65982264,17031611900,NEW CITY,"(41.797743, -87.659823)",59,14924,37,790,4
421,less than 20,1,1,0,1,6,-1.6,0,M,BLK,N,Y,less than 20,less than 20,,,2015,12,11,,10,,,9,2014,,,,,Y,,,less than 20,2012,3,0.11213,421,0.11213,Y,11213,,,41.87866683,-87.67168881,17031838100,NEAR WEST SIDE,"(41.878667, -87.671689)",29,21184,28,90,46
421,less than 20,0,0,0,0,0,0.1,0,M,WWH,N,N,less than 20,less than 20,,,2016,25,25,,25,,,,,,,,,Y,3,2016,20-30,,,0.11224,421,0.11224,Y,11224,,,41.91532128,-87.73226005,17031831200,HERMOSA,"(41.915321, -87.73226)",21,22615,2,135,12
421,less than 20,1,1,1,1,2,0.9,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,IL,15,,,2,2016,,,,,Y,,,less than 20,2015,3,0.11215,421,0.11215,Y,11215,,,41.89862482,-87.75201117,17031251100,AUSTIN,"(41.898625, -87.752011)",26,4299,5,585,45
421,less than 20,1,1,0,1,2,0.4,0,M,WWH,N,Y,less than 20,less than 20,,,2015,4,14,,14,,,2,2015,,,,,Y,,,less than 20,2016,,0.11225,421,0.11225,Y,11225,,,41.73558046,-87.54928072,17031460700,SOUTH CHICAGO,"(41.73558, -87.549281)",42,21202,25,509,47
421,20-30,1,1,2,1,0,0,2,M,BLK,Y,N,20-30,20-30,,Y,2015,6,6,,6,2,2015,,,CHICAGO,IL,60628,,Y,,,20-30,2013,4,0.11216,421,0.11216,Y,11216,,,41.72822091,-87.59648943,17031470100,BURNSIDE,"(41.728221, -87.596489)",43,21546,61,472,35
421,less than 20,0,0,0,1,10,1.4,0,M,BLK,N,Y,less than 20,less than 20,,,2016,15,15,,15,,,1,2015,,,,,Y,,,20-30,2010,,0.11218,421,0.11218,Y,11218,,,41.87669587,-87.75210512,17031252201,AUSTIN,"(41.876696, -87.752105)",26,22216,32,184,23
421,less than 20,1,1,0,0,0,-0.9,0,F,BLK,N,N,less than 20,less than 20,,,2015,12,12,,12,,,,,,,,,Y,,,less than 20,2016,,0.11216,421,0.11216,Y,11216,,,41.86927357,-87.6640458,17031283100,NEAR WEST SIDE,"(41.869274, -87.664046)",29,14917,44,758,23
421,20-30,1,1,3,1,0,-0.4,1,M,WWH,Y,N,20-30,20-30,,,2016,9,9,IL,9,2,2014,,,,,,,Y,,,20-30,2013,,0.11225,421,0.11225,Y,11225,9,,41.80499399,-87.66244137,17031611200,NEW CITY,"(41.804994, -87.662441)",59,14924,37,677,4
421,less than 20,0,0,3,1,3,-0.1,0,M,BLK,Y,Y,less than 20,less than 20,,,2016,10,11,,10,1,2011,4,2015,,,,,Y,,,less than 20,2011,3,0.11226,421,0.11226,Y,11226,,,41.86257753,-87.72018511,17031838700,NORTH LAWNDALE,"(41.862578, -87.720185)",30,21569,57,33,14
421,less than 20,0,0,2,1,0,0.7,0,M,BLK,N,N,less than 20,less than 20,,,2016,7,7,,15,,,,,,,,,Y,,,less than 20,,,0.11214,421,0.11214,Y,11214,,,41.76876653,-87.64935955,17031681100,ENGLEWOOD,"(41.768767, -87.64936)",66,21559,11,410,32
421,less than 20,0,0,3,1,2,0.8,1,M,BLK,N,N,less than 20,less than 20,,,2016,4,4,,4,,,,,,,,,Y,,,less than 20,,,0.1123,421,0.1123,Y,11230,,,41.73524098,-87.5757302,17031480100,CALUMET HEIGHTS,"(41.735241, -87.57573)",44,21202,25,473,35
421,less than 20,0,1,0,1,1,0.6,0,M,BLK,N,Y,less than 20,less than 20,,,2016,2,3,,22,,,1,2015,,,,,Y,,,less than 20,2012,,0.11214,421,0.11214,Y,11214,,,41.79310403,-87.61318354,17031400300,WASHINGTON PARK,"(41.793104, -87.613184)",7,22260,60,401,4
421,20-30,1,1,3,1,3,0.5,0,M,BLK,N,Y,less than 20,less than 20,299989584,,2016,11,12,,11,,,2,2016,,,,,Y,,,20-30,2013,,0.11222,421,0.11222,Y,11222,,,41.87832338,-87.69867388,17031837000,EAST GARFIELD PARK,"(41.878323, -87.698674)",28,21184,28,51,46
421,20-30,1,1,2,1,0,-0.4,2,M,BLK,N,N,20-30,20-30,,,2015,8,4,,4,,,,,,,,,Y,1,2014,20-30,2013,3,0.11226,421,0.11226,Y,11226,,,41.74553711,-87.71203548,17031700401,ASHBURN,"(41.745537, -87.712035)",69,4300,8,199,30
421,less than 20,0,0,2,1,0,1.6,1,M,BLK,Y,N,less than 20,less than 20,,,2016,15,15,,15,1,2016,,,,,,,Y,,,less than 20,,,0.11232,421,0.11232,Y,11232,,,41.89110351,-87.76035378,17031251500,AUSTIN,"(41.891104, -87.760354)",26,22216,32,673,45
421,less than 20,0,0,4,1,1,-2,0,M,BLK,N,Y,less than 20,less than 20,,,2014,11,15,,31,,,3,2013,CHICAGO,IL,60608,,Y,1,2012,20-30,2016,,0.11215,421,0.11215,Y,11215,,,41.8913844,-87.74447928,17031251700,AUSTIN,"(41.891384, -87.744479)",26,22216,32,695,23
421,30-40,1,1,3,1,7,-0.7,0,M,BLK,Y,Y,20-30,20-30,,,2016,7,7,IL,7,1,2015,6,2015,,,,,Y,,,20-30,2016,,0.11228,421,0.11228,Y,11228,7,,41.76119832,-87.67112813,17031672000,WEST ENGLEWOOD,"(41.761198, -87.671128)",65,22257,23,433,31
421,less than 20,0,0,5,0,0,0.8,0,M,BLK,N,N,less than 20,less than 20,,,2015,11,5,,22,,,,,,,,,Y,1,2014,less than 20,,,0.11231,421,0.11231,Y,11231,,,41.89173572,-87.7186525,17031231500,HUMBOLDT PARK,"(41.891736, -87.718652)",24,21572,30,584,46
421,20-30,1,1,2,1,3,0.2,1,M,BLK,N,Y,20-30,20-30,,,2016,20,20,,20,,,3,2016,,,,,Y,1,2010,20-30,2015,,0.11217,421,0.11217,Y,11217,,20,41.97887486,-87.6578708,17031030703,EDGEWATER,"(41.978875, -87.657871)",76,22616,15,160,16
421,20-30,2,2,0,1,1,0,0,M,WWH,N,Y,20-30,20-30,299991253,,2016,8,8,,8,,,1,2015,,,,,Y,,,20-30,2016,,0.11218,421,0.11218,Y,11218,,,41.80400625,-87.74061437,17031560400,GARFIELD RIDGE,"(41.804006, -87.740614)",53,22248,56,606,8
421,less than 20,1,1,0,1,2,2.2,0,M,BLK,N,Y,less than 20,less than 20,,,2016,11,11,,11,,,2,2016,,,,,Y,,,less than 20,2016,,0.1123,421,0.1123,Y,11230,,,41.88504484,-87.71386248,17031836800,EAST GARFIELD PARK,"(41.885045, -87.713862)",28,21572,30,176,23
421,less than 20,0,0,0,0,1,-0.5,0,M,BLK,N,N,less than 20,less than 20,,,2014,7,7,,6,,,,,,,,,Y,,,less than 20,,,0.11231,421,0.11231,Y,11231,,,41.77643069,-87.63763057,17031680900,ENGLEWOOD,"(41.776431, -87.637631)",66,21559,11,435,4
